key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
begonia_sutherlandii,ベゴニア・サザーランディー,Begonia Sutherlandii,Begonia sutherlandii,,南アフリカ,15〜24℃,40〜60%,6,bright_indirect,easy,オレンジ色の小さな花を咲かせる、匍匐性の球根ベゴニア。丈夫で育てやすく、土の表面が乾いたら水やりする。冬は地上部が枯れて休眠するが根は生きている。シュウ酸を含み、特に地下茎・球根部分は犬・猫にとって有毒なため誤食に注意する。,新規,4,1
selaginella_kraussiana,セラギネラ・クラウシアナ（コンテリクラマゴケ）,Krauss's Spikemoss,Selaginella kraussiana,,南アフリカ,15〜24℃,70〜90%,4,low_light,medium,苔のように地面を這って広がる匍匐性のシダ植物の仲間。乾燥に非常に弱く、土の表面が乾く前にこまめに水やりする。テラリウムでの栽培に向く。,新規,2,3
selaginella_uncinata,セラギネラ・ウンキナタ（クジャクシダゴケ）,Peacock Spikemoss,Selaginella uncinata,,中国,15〜24℃,70〜90%,4,low_light,medium,光の当たり方で青緑に輝く葉が特徴の匍匐性種。直射日光は避け明るい日陰〜半日陰で管理する。乾燥すると葉が縮れるため、こまめな水やりと霧吹きが欠かせない。,新規,1,4
selaginella_lepidophylla,セラギネラ・レピドフィラ（復活草）,Resurrection Plant,Selaginella lepidophylla,,メキシコ、アメリカ南西部,15〜25℃,50〜70%,7,bright_indirect,easy,乾燥すると茶色く丸まって休眠し、水を与えると数時間で緑に開く珍しい性質を持つ。土がなくても霧吹きだけで管理でき、初心者にも扱いやすい。,新規,3,1
asparagus_aethiopicus_sprengeri,アスパラガス・スプレンゲリー,Sprenger's Asparagus Fern,Asparagus aethiopicus 'Sprengeri',Asparagus densiflorus 'Sprengeri',南アフリカ,15〜25℃,40〜60%,6,bright_indirect,easy,細く繊細な針状の葉が茂り、ハンギングでの栽培に人気。乾燥にはやや強いが、土の表面が乾いたらたっぷり水やりする。サポニンを含み、実や樹液が犬・猫の嘔吐や皮膚炎の原因になることがあるため誤食・接触に注意する。,新規,4,2
asparagus_aethiopicus_myersii,アスパラガス・マイヤーシー（フォックステールファーン）,Foxtail Fern,Asparagus aethiopicus 'Myersii',Asparagus densiflorus 'Myersii',南アフリカ,15〜25℃,40〜60%,6,bright_indirect,easy,尻尾のようにまっすぐ茂る羽毛状の葉が特徴。日当たりの良い場所を好むが、直射日光の強すぎる場所は避ける。土の表面が乾いたらたっぷり水やりする。サポニンを含み、実や樹液が犬・猫の嘔吐や皮膚炎の原因になることがあるため誤食・接触に注意する。,新規,4,2
asparagus_setaceus,アスパラガス・セタケウス（アスパラガスファーン）,Lace Fern,Asparagus setaceus,,南アフリカ,15〜25℃,40〜60%,6,bright_indirect,medium,レースのように繊細な葉姿から切り花のグリーンとしても使われる。乾燥した空気では葉が黄色くパラパラと落ちやすいので適度な湿度を保つ。サポニンを含み、実や樹液が犬・猫の嘔吐や皮膚炎の原因になることがあるため誤食・接触に注意する。,新規,3,2
cyrtomium_falcatum,シシガシラ属ヤブソテツ（クリトミウム・ファルカツム）,Japanese Holly Fern,Cyrtomium falcatum,,東アジア（日本、中国、朝鮮半島）,10〜25℃,50〜70%,6,low_light,easy,光沢のある革質の葉を持ち、暑さ寒さの両方に比較的強い丈夫なシダ。土の表面が乾いたら水やりし、直射日光の当たらない明るい日陰で育てる。,新規,1,2
cyrtomium_fortunei,オニヤブソテツ（フォーチュンズホーリーファーン）,Fortune's Holly Fern,Cyrtomium fortunei,,中国、日本,10〜25℃,50〜70%,6,low_light,easy,耐寒性が高く屋外の日陰でも育てやすい丈夫なシダ。土の表面が乾いたらたっぷり水やりし、乾燥が続くと葉先が茶色くなるので注意する。,新規,2,1
polypodium_vulgare,ポリポディウム・ヴルガレ（ミツデウラボシ属）,Common Polypody,Polypodium vulgare,,ヨーロッパ、北アメリカ、アジアの温帯域,10〜22℃,50〜70%,6,low_light,easy,岩や樹皮に着生することもある丈夫な着生・地生シダ。土の表面が乾いたら水やりし、夏の高温多湿より涼しく風通しの良い環境を好む。,新規,1,2
polypodium_formosanum,ポリポディウム・フォルモサヌム,Formosan Rock Polypody,Polypodium formosanum,,台湾,15〜25℃,60〜80%,6,low_light,medium,太い匍匐する根茎から葉を伸ばす着生シダで、クレスト状に葉先が分岐する栽培品種も流通する。土の表面が乾いたら水やりし、乾燥する空気では葉先が傷みやすい。,新規,1,4
pyrrosia_lingua,ヒトツバ（ピロシア・リングア）,Japanese Felt Fern,Pyrrosia lingua,,東アジア（日本、中国）,10〜25℃,50〜70%,7,low_light,easy,厚みのある革質の葉裏に星状毛が生え、乾燥に強い着生シダ。土が乾いてから水やりする程度でよく、過湿による根腐れに注意する。盆栽仕立てにも人気。,新規,2,1
pyrrosia_hastata,ピロシア・ハスタタ,Halberd-leaved Felt Fern,Pyrrosia hastata,,東アジア（日本、中国）,10〜25℃,50〜70%,7,low_light,easy,矛のような形の銀灰色を帯びた葉が特徴で、斑入り品種も人気。乾燥に強く、土が乾いてから水やりする程度で管理できる。,新規,2,2
adiantum_capillus_veneris,アジアンタム・カピルスヴェネリス（ホウライシダ）,Southern Maidenhair Fern,Adiantum capillus-veneris,,世界の熱帯〜温帯地域に広く分布,16〜24℃,60〜80%,4,bright_indirect,medium,繊細な小葉と黒く光る葉柄が美しい代表的なアジアンタム。乾燥に非常に弱く、土の表面が乾く前にこまめに水やりする。直射日光を避け明るい日陰で育てる。,新規,4,2
adiantum_tenerum,アジアンタム・テネルム,Brittle Maidenhair Fern,Adiantum tenerum,,熱帯アメリカ、西インド諸島,18〜25℃,60〜80%,4,bright_indirect,medium,扇形の小葉が波打つように広がる品種で、'スクツムロゼウム'など栽培品種も流通する。乾燥に弱いため土の表面が乾く前にこまめに水やりし、高湿度を保つ。,新規,2,2
adiantum_hispidulum,アジアンタム・ヒスピドゥルム（ロージーメイデンヘア）,Rosy Maidenhair Fern,Adiantum hispidulum,,オーストラリア、アジア、アフリカ,16〜24℃,60〜80%,4,bright_indirect,medium,新芽がピンクがかった銅色に展開するのが特徴で、他のアジアンタムよりやや乾燥に強い。土の表面が乾いたら水やりし、明るい日陰で管理する。,新規,4,2
adiantum_peruvianum,アジアンタム・ペルビアヌム（シルバーダラーファーン）,Silver Dollar Maidenhair Fern,Adiantum peruvianum,,ペルー、エクアドル,18〜25℃,60〜80%,4,bright_indirect,medium,銀灰色を帯びた大きな丸い小葉が特徴の存在感あるアジアンタム。乾燥に弱いため土の表面が乾く前にこまめに水やりし、直射日光は避ける。,新規,4,2
blechnum_gibbum,ブレクナム・ギッブム（シルバーレディファーン）,Dwarf Tree Fern,Blechnum gibbum,,南太平洋（フィジー、ニューカレドニア）,18〜26℃,60〜80%,5,bright_indirect,medium,成長すると幹のような茎が立ち上がり、樹木のような姿になる小型のシダ。土の表面が乾いたらたっぷり水やりし、乾燥する空気では葉先が傷みやすい。,新規,3,4
blechnum_brasiliense,ブレクナム・ブラジリエンセ（レッドフレームファーン）,Brazilian Tree Fern,Blechnum brasiliense,,ブラジル、南米,18〜26℃,60〜80%,5,bright_indirect,medium,新葉が鮮やかな赤銅色に展開するのが見どころのシダ。高い湿度を好み、土の表面が乾いたらたっぷり水やりする。乾燥すると葉先が枯れ込みやすい。,新規,4,2
microsorum_musifolium,ミクロソリウム・ムシフォリウム（クロコダイルファーン）,Crocodile Fern,Microsorum musifolium,,東南アジア（ボルネオ島、フィリピン）,18〜28℃,60〜80%,6,low_light,easy,ワニ肌のような凹凸模様の葉脈が特徴の着生シダ。乾燥にも比較的強く育てやすいが、土の表面が乾いたらたっぷり水やりする。直射日光は避ける。,新規,2,1
microsorum_diversifolium,ミクロソリウム・ディヴェルシフォリウム（カンガルーファーン）,Kangaroo Fern,Microsorum diversifolium,,オーストラリア,12〜24℃,50〜70%,6,low_light,easy,肉厚で丸みのある葉を持つ、匍匐性の着生シダ。乾燥や低温にも比較的強く育てやすい。土の表面が乾いたらたっぷり水やりする。,新規,1,2
humata_tyermanii,ヒマタ・タイエルマニー（ホワイトラビットファーン）,White Rabbit's Foot Fern,Humata tyermanii,,東アジア（中国、台湾）,15〜25℃,60〜80%,6,low_light,medium,白い毛で覆われたウサギの足のような根茎が鉢の縁を這う姿が愛らしい着生シダ。根茎を傷つけないよう注意し、土の表面が乾いたら水やりする。乾燥する空気では葉先が傷みやすい。,新規,2,2
rumohra_adiantiformis,ルモーラ・アディアンティフォルミス（レザーリーフファーン）,Leatherleaf Fern,Rumohra adiantiformis,,南半球（南アフリカ、南米、オーストラリア）,15〜24℃,50〜70%,6,low_light,easy,厚みがあり日持ちする革質の葉を持ち、切り花のグリーン材としても広く使われる丈夫なシダ。土の表面が乾いたらたっぷり水やりし、直射日光は避ける。,新規,2,1
woodwardia_fimbriata,ウッドワーディア・フィンブリアタ（ジャイアントチェーンファーン）,Giant Chain Fern,Woodwardia fimbriata,,北アメリカ西部,12〜24℃,50〜70%,6,low_light,medium,2メートル近くまで育つこともある大型のシダで、鎖状に連なる胞子嚢群が名前の由来。土の表面が乾いたらたっぷり水やりし、涼しく風通しの良い環境を好む。,新規,1,4
pilea_involucrata,ピレア・インヴォルクラタ（フレンドシッププラント）,Friendship Plant,Pilea involucrata,,中南米（コスタリカ等）,18〜26℃,50〜70%,5,bright_indirect,easy,凹凸のある質感の葉に銅色の光沢が入るのが特徴。挿し木で増やしやすいことから「フレンドシッププラント」と呼ばれる。土の表面が乾いたら水やりする。,新規,2,2
pilea_cadierei,ピレア・カディエレイ（アルミニウムプラント）,Aluminum Plant,Pilea cadierei,,ベトナム,16〜24℃,50〜70%,5,bright_indirect,easy,銀白色の斑模様が金属光沢のように見えることから「アルミニウムプラント」と呼ばれる。丈夫で育てやすく、土の表面が乾いたらたっぷり水やりする。,新規,4,2
pilea_glauca_aquamarine,ピレア・グラウカ・アクアマリン,Aquamarine Pilea,Pilea glauca 'Aquamarine',Pilea depressa 'Aquamarine',中南米原産種の園芸品種,16〜24℃,50〜70%,5,bright_indirect,easy,小さな青みがかった葉が連なる匍匐性の品種で、ハンギングや寄せ植えに人気。土の表面が乾いたら水やりし、過湿による根腐れに注意する。,新規,4,1
peperomia_clusiifolia,ペペロミア・クルシフォリア,Red-edge Peperomia,Peperomia clusiifolia,,西インド諸島、南米北部,18〜26℃,40〜60%,7,bright_indirect,easy,肉厚な葉の縁に赤みが差すのが特徴で、'レインボー'などの斑入り品種も人気。多肉質で乾燥に強く、土がしっかり乾いてから水やりする。,新規,2,1
peperomia_scandens_variegata,ペペロミア・スカンデンス・バリエガータ（キューピッドペペロミア斑入り）,Variegated Cupid Peperomia,Peperomia scandens 'Variegata',,南米（ブラジル等）,18〜26℃,40〜60%,6,bright_indirect,easy,ハート形の葉に黄白色の斑が入るつる性の品種で、ハンギングでの栽培に人気。多肉質の葉に水を蓄えるため、土がしっかり乾いてから水やりする。,新規,2,2
